transaction_id,customer_id,transaction_ts,transaction_type,direction,amount,country_code,channel
713,51,2026-04-07 11:05:00,Card Purchase,Out,10,US,Mobile
2640,179,2026-04-07 11:12:00,ACH Credit,In,4991.11,US,Mobile
3043,208,2026-04-07 11:50:00,Cash Withdrawal,Out,14.95,US,Branch
1187,82,2026-04-07 12:33:00,ACH Credit,In,740.68,US,Branch
2166,146,2026-04-07 14:08:00,Card Purchase,Out,813.63,US,Mobile
2128,143,2026-04-07 15:03:00,ACH Credit,In,1633.19,US,Automated
2664,180,2026-04-07 15:03:00,Wire In,In,2611.5,US,Branch
256,21,2026-04-07 15:56:00,Cash Deposit,In,1952.64,US,Branch
3,1,2026-04-07 16:03:00,Cash Deposit,In,347.17,US,Automated
2510,171,2026-04-07 16:10:00,Wire In,In,631.9,US,Mobile
3234,222,2026-04-07 16:41:00,ACH Credit,In,20,US,Web
88,8,2026-04-07 17:36:00,ACH Debit,Out,1501.21,US,Automated
759,54,2026-04-07 19:26:00,ACH Credit,In,20,US,Branch
1338,91,2026-04-07 19:50:00,ACH Debit,Out,2019.73,US,Mobile
2312,156,2026-04-07 20:19:00,ACH Debit,Out,10,US,Mobile
1881,126,2026-04-07 21:22:00,Cash Withdrawal,Out,1647.59,US,Web
563,40,2026-04-07 22:20:00,Cash Withdrawal,Out,3090.35,GB,Branch
2223,151,2026-04-07 23:12:00,ACH Debit,Out,1259.07,GB,Mobile
1520,102,2026-04-08 01:20:00,Cash Withdrawal,Out,27.08,US,Web
2749,188,2026-04-08 01:38:00,Card Purchase,Out,1257.43,SG,Automated
197,17,2026-04-08 05:28:00,Card Purchase,Out,1588.66,US,Web
1970,132,2026-04-08 06:32:00,ACH Credit,In,1142.92,US,Web
3088,212,2026-04-08 07:20:00,Cash Deposit,In,2975.88,US,Web
2244,152,2026-04-08 07:48:00,Card Purchase,Out,10,MX,Branch
2501,171,2026-04-08 13:11:00,Card Purchase,Out,606.53,US,Web
1583,106,2026-04-08 13:30:00,Card Purchase,Out,10,US,Web
360,27,2026-04-08 13:37:00,ACH Debit,Out,2299.99,US,Web
15,1,2026-04-08 14:00:00,Wire In,In,343.15,US,Web
248,21,2026-04-08 16:05:00,Card Purchase,Out,4266.03,US,Automated
2705,184,2026-04-08 17:33:00,Card Purchase,Out,10,US,Mobile
1808,120,2026-04-08 21:26:00,Wire Out,Out,2742.28,US,Mobile
2402,163,2026-04-08 21:27:00,Cash Withdrawal,Out,2240.7,US,Web
2186,148,2026-04-08 21:28:00,Card Purchase,Out,1990.69,US,Mobile
34,3,2026-04-08 22:15:00,Wire In,In,3601.55,GB,Automated
3718,72,2026-04-09 00:00:00,Wire Out,Out,9175.97,MX,Web
716,52,2026-04-09 01:38:00,Cash Deposit,In,700.58,US,Branch
2036,137,2026-04-09 02:59:00,Card Purchase,Out,329.86,US,Automated
822,59,2026-04-09 03:10:00,ACH Credit,In,3524.35,US,Mobile
1848,123,2026-04-09 03:53:00,Wire In,In,793.24,DE,Automated
2339,158,2026-04-09 04:32:00,Cash Withdrawal,Out,4199.4,US,Branch
2741,187,2026-04-09 06:45:00,Wire Out,Out,137.55,US,Mobile
632,45,2026-04-09 06:55:00,Cash Withdrawal,Out,1086.18,US,Branch
1601,107,2026-04-09 08:57:00,ACH Debit,Out,2756.13,US,Branch
1097,76,2026-04-09 09:45:00,ACH Debit,Out,4522.88,US,Branch
2929,201,2026-04-09 11:13:00,Card Purchase,Out,334.09,US,Branch
1267,87,2026-04-09 11:19:00,Wire In,In,340.74,US,Automated
2825,195,2026-04-09 12:58:00,Card Purchase,Out,7391.3,CA,Web
657,47,2026-04-09 14:44:00,Cash Deposit,In,1619.22,US,Branch
1798,120,2026-04-09 14:53:00,ACH Credit,In,5557.64,US,Mobile
3081,212,2026-04-09 15:52:00,Wire Out,Out,2714.21,DE,Automated
2872,197,2026-04-09 16:19:00,ACH Credit,In,20,US,Automated
2917,199,2026-04-09 16:21:00,ACH Debit,Out,2213.88,SG,Automated
872,62,2026-04-09 17:14:00,Wire In,In,42.25,US,Branch
1333,91,2026-04-09 18:15:00,ACH Debit,Out,503.86,US,Web
1329,90,2026-04-09 18:43:00,Wire In,In,5653.61,US,Mobile
477,35,2026-04-09 20:51:00,Wire In,In,2214.49,US,Automated
21,2,2026-04-09 22:46:00,Card Purchase,Out,13.26,MX,Automated
3719,72,2026-04-10 00:00:00,Wire Out,Out,9562.74,MX,Web
586,43,2026-04-10 04:25:00,Card Purchase,Out,2831.29,DE,Web
2230,151,2026-04-10 06:54:00,Cash Deposit,In,2543.64,US,Branch
2070,139,2026-04-10 07:01:00,Wire Out,Out,2708.05,US,Automated
2005,135,2026-04-10 07:35:00,Wire In,In,1463.77,US,Branch
2853,196,2026-04-10 07:40:00,Cash Withdrawal,Out,7787.3,DE,Branch
2254,152,2026-04-10 08:12:00,ACH Credit,In,1483.48,US,Branch
239,20,2026-04-10 09:05:00,Cash Withdrawal,Out,2308.27,US,Web
69,6,2026-04-10 12:18:00,Cash Withdrawal,Out,1338.52,US,Branch
1931,130,2026-04-10 13:47:00,ACH Debit,Out,201.29,US,Automated
3222,222,2026-04-10 14:45:00,ACH Debit,Out,10,US,Mobile
1260,86,2026-04-10 15:08:00,ACH Credit,In,20,US,Web
2340,158,2026-04-10 16:43:00,Card Purchase,Out,4226.57,US,Mobile
948,67,2026-04-10 17:06:00,Cash Deposit,In,6858.21,US,Mobile
2744,187,2026-04-10 17:55:00,ACH Debit,Out,1465.05,US,Mobile
3486,240,2026-04-10 20:23:00,ACH Debit,Out,1114.6,US,Web
242,20,2026-04-10 21:33:00,Card Purchase,Out,460.27,US,Web
333,26,2026-04-10 22:41:00,ACH Credit,In,20,US,Branch
2423,165,2026-04-10 23:46:00,ACH Credit,In,953.93,US,Mobile
3720,72,2026-04-11 00:00:00,Wire Out,Out,9155.77,MX,Web
1069,74,2026-04-11 05:33:00,ACH Credit,In,3895.29,US,Web
257,21,2026-04-11 06:38:00,ACH Credit,In,1754.32,US,Automated
2220,150,2026-04-11 07:34:00,ACH Credit,In,4195.79,US,Branch
93,8,2026-04-11 08:28:00,ACH Debit,Out,496.65,US,Automated
1947,131,2026-04-11 08:30:00,Cash Withdrawal,Out,2342.54,GB,Web
1475,99,2026-04-11 09:30:00,Cash Withdrawal,Out,2597.3,US,Web
3219,222,2026-04-11 09:35:00,ACH Debit,Out,10,US,Web
3524,242,2026-04-11 09:42:00,Card Purchase,Out,4130.48,US,Automated
2007,135,2026-04-11 10:09:00,ACH Debit,Out,2708.58,US,Branch
764,55,2026-04-11 10:16:00,Cash Deposit,In,1158.11,US,Automated
3459,238,2026-04-11 11:09:00,Wire Out,Out,5139.38,MX,Web
3150,218,2026-04-11 11:12:00,Card Purchase,Out,32.56,US,Automated
1374,93,2026-04-11 12:02:00,Cash Deposit,In,4468.29,DE,Mobile
2815,194,2026-04-11 13:04:00,ACH Credit,In,2859.34,US,Web
551,40,2026-04-11 14:03:00,Card Purchase,Out,919.16,US,Web
430,32,2026-04-11 14:54:00,Wire In,In,4922.45,DE,Branch
3285,226,2026-04-11 15:16:00,Cash Deposit,In,2938.97,MX,Web
357,27,2026-04-11 16:18:00,Card Purchase,Out,1143.0,CA,Mobile
2914,199,2026-04-11 17:42:00,Cash Deposit,In,2735.88,US,Automated
2456,168,2026-04-11 18:16:00,Card Purchase,Out,2961.82,US,Web
1591,106,2026-04-11 19:03:00,Cash Withdrawal,Out,200.26,US,Automated
104,9,2026-04-11 20:57:00,ACH Credit,In,4647.92,US,Automated
3721,72,2026-04-12 00:00:00,Wire Out,Out,10269.05,GB,Web
774,55,2026-04-12 02:44:00,Cash Withdrawal,Out,786.96,US,Mobile
2431,166,2026-04-12 02:52:00,Card Purchase,Out,2724.04,US,Web
2457,168,2026-04-12 04:15:00,ACH Credit,In,1576.1,US,Automated
3391,234,2026-04-12 05:43:00,Cash Deposit,In,6652.19,US,Web
468,34,2026-04-12 05:57:00,Wire Out,Out,158.26,US,Web
1048,73,2026-04-12 08:20:00,ACH Credit,In,2963.6,US,Branch
28,2,2026-04-12 09:34:00,ACH Debit,Out,23.91,US,Automated
518,37,2026-04-12 10:00:00,ACH Credit,In,1488.34,GB,Mobile
902,64,2026-04-12 10:18:00,Cash Withdrawal,Out,3453.56,US,Web
120,10,2026-04-12 10:47:00,ACH Credit,In,2192.38,SG,Automated
1257,86,2026-04-12 11:17:00,Cash Withdrawal,Out,1379.06,US,Branch
1757,117,2026-04-12 11:31:00,ACH Credit,In,454.08,US,Branch
2035,137,2026-04-12 11:33:00,ACH Credit,In,4432.85,US,Branch
1616,108,2026-04-12 13:58:00,ACH Credit,In,5608.68,US,Branch
1869,124,2026-04-12 15:35:00,Card Purchase,Out,29.09,US,Mobile
2738,187,2026-04-12 19:19:00,Cash Deposit,In,1377.95,US,Mobile
3354,232,2026-04-12 20:18:00,Card Purchase,Out,49.08,US,Mobile
2251,152,2026-04-12 22:19:00,Cash Withdrawal,Out,1265.19,US,Branch
3562,245,2026-04-13 04:27:00,ACH Debit,Out,10,US,Web
2434,166,2026-04-13 06:08:00,ACH Debit,Out,1779.67,US,Automated
703,51,2026-04-13 13:29:00,ACH Credit,In,78.2,US,Mobile
1220,84,2026-04-13 13:53:00,Card Purchase,Out,10,US,Mobile
2518,172,2026-04-13 15:06:00,ACH Debit,Out,643.96,US,Web
1457,99,2026-04-13 15:35:00,Cash Withdrawal,Out,275.76,DE,Mobile
1872,125,2026-04-13 16:31:00,Cash Withdrawal,Out,2295.19,CA,Automated
1300,88,2026-04-13 17:49:00,Card Purchase,Out,509.19,US,Web
2360,160,2026-04-13 18:57:00,ACH Debit,Out,301.4,CA,Automated
465,34,2026-04-13 19:39:00,ACH Debit,Out,905.53,US,Web
536,39,2026-04-13 22:25:00,ACH Credit,In,3908.48,US,Web
124,11,2026-04-14 00:13:00,Card Purchase,Out,1698.21,US,Mobile
1870,124,2026-04-14 02:01:00,ACH Debit,Out,10.3,US,Automated
648,47,2026-04-14 04:52:00,Card Purchase,Out,420.31,US,Branch
937,66,2026-04-14 05:06:00,Card Purchase,Out,10,US,Mobile
739,53,2026-04-14 08:44:00,ACH Credit,In,14510.53,US,Branch
178,15,2026-04-14 12:23:00,ACH Debit,Out,10,US,Mobile
767,55,2026-04-14 13:20:00,ACH Debit,Out,1666.35,US,Mobile
422,32,2026-04-14 13:32:00,Card Purchase,Out,4495.15,US,Automated
842,60,2026-04-14 14:45:00,Card Purchase,Out,2947.96,US,Automated
2094,141,2026-04-14 14:51:00,ACH Credit,In,20,US,Mobile
1769,118,2026-04-14 16:04:00,ACH Credit,In,348.07,US,Mobile
3399,234,2026-04-14 16:15:00,Cash Deposit,In,2517.01,US,Web
2420,165,2026-04-14 16:37:00,Card Purchase,Out,10,US,Branch
2788,191,2026-04-14 17:23:00,Cash Deposit,In,8781.14,US,Branch
2009,135,2026-04-14 18:25:00,ACH Credit,In,20,US,Web
2796,192,2026-04-14 18:46:00,Cash Deposit,In,3776.7,GB,Mobile
66,6,2026-04-14 19:27:00,Card Purchase,Out,4480.08,US,Automated
3122,215,2026-04-14 23:16:00,Card Purchase,Out,9160.21,CA,Mobile
970,68,2026-04-15 00:44:00,Wire Out,Out,1390.98,US,Branch
426,32,2026-04-15 00:57:00,Cash Deposit,In,8938.1,US,Branch
255,21,2026-04-15 01:39:00,Cash Deposit,In,874.9,US,Branch
2781,191,2026-04-15 04:34:00,ACH Credit,In,1049.91,US,Web
3193,220,2026-04-15 04:39:00,ACH Debit,Out,107.15,US,Mobile
741,53,2026-04-15 06:12:00,Cash Deposit,In,7146.36,US,Web
3614,248,2026-04-15 07:22:00,ACH Credit,In,5382.17,US,Branch
2045,137,2026-04-15 07:57:00,ACH Credit,In,771.49,MX,Automated
2195,149,2026-04-15 09:20:00,ACH Debit,Out,1096.66,US,Branch
2966,203,2026-04-15 11:16:00,Wire In,In,528.39,US,Automated
2091,141,2026-04-15 18:41:00,ACH Debit,Out,1180.45,SG,Web
2286,154,2026-04-15 19:10:00,Card Purchase,Out,130.09,US,Automated
1111,77,2026-04-15 19:26:00,Wire In,In,5856.79,US,Branch
730,52,2026-04-15 20:05:00,Cash Withdrawal,Out,393.84,US,Mobile
2020,136,2026-04-15 23:39:00,ACH Credit,In,5008.69,SG,Web
1672,112,2026-04-15 23:48:00,Card Purchase,Out,2903.82,US,Automated
401,30,2026-04-16 01:20:00,Card Purchase,Out,56.38,US,Branch
3136,217,2026-04-16 02:47:00,ACH Credit,In,1942.62,US,Mobile
2526,172,2026-04-16 02:52:00,Card Purchase,Out,2273.92,US,Branch
249,21,2026-04-16 03:45:00,ACH Credit,In,667.75,US,Mobile
2587,176,2026-04-16 03:55:00,Card Purchase,Out,3461.77,US,Automated
44,4,2026-04-16 04:31:00,ACH Debit,Out,1503.88,US,Branch
847,60,2026-04-16 05:18:00,Card Purchase,Out,9684.55,US,Branch
3451,237,2026-04-16 07:41:00,ACH Debit,Out,1116.96,US,Web
347,27,2026-04-16 08:30:00,ACH Credit,In,3294.03,US,Mobile
862,62,2026-04-16 10:58:00,Card Purchase,Out,10,US,Automated
2492,170,2026-04-16 12:19:00,Card Purchase,Out,734.06,US,Mobile
581,42,2026-04-16 13:41:00,Card Purchase,Out,10,CA,Web
1330,90,2026-04-16 14:16:00,Cash Withdrawal,Out,4802.69,US,Automated
1999,135,2026-04-16 17:14:00,Card Purchase,Out,2578.25,US,Automated
94,8,2026-04-16 17:19:00,Cash Withdrawal,Out,1053.43,US,Branch
815,59,2026-04-16 17:32:00,Card Purchase,Out,5816.44,US,Mobile
1385,94,2026-04-16 17:34:00,ACH Debit,Out,3306.13,US,Branch
2918,199,2026-04-16 19:32:00,ACH Debit,Out,2433.8,SG,Branch
3048,209,2026-04-16 19:33:00,ACH Debit,Out,1212.54,US,Branch
3220,222,2026-04-16 19:49:00,Card Purchase,Out,29.9,US,Web
2697,184,2026-04-17 01:34:00,Card Purchase,Out,6852.28,CA,Mobile
1343,91,2026-04-17 02:00:00,ACH Credit,In,1476.12,US,Mobile
3192,220,2026-04-17 02:58:00,Cash Deposit,In,460.93,US,Mobile
1291,88,2026-04-17 03:51:00,Cash Withdrawal,Out,737.19,US,Automated
3117,215,2026-04-17 04:18:00,Cash Deposit,In,4383.64,US,Branch
3577,245,2026-04-17 04:30:00,Wire Out,Out,7218.08,US,Web
3629,249,2026-04-17 04:32:00,Cash Deposit,In,8587.4,US,Mobile
310,24,2026-04-17 06:56:00,Cash Withdrawal,Out,3145.81,US,Web
846,60,2026-04-17 09:08:00,Cash Withdrawal,Out,6002.4,US,Automated
3132,216,2026-04-17 09:38:00,Wire Out,Out,61.71,US,Mobile
389,29,2026-04-17 09:43:00,ACH Debit,Out,73.24,SG,Automated
3272,225,2026-04-17 10:23:00,Cash Deposit,In,979.8,US,Web
2930,201,2026-04-17 10:24:00,Cash Withdrawal,Out,501.23,US,Web
2670,181,2026-04-17 10:53:00,ACH Credit,In,4122.94,US,Automated
945,67,2026-04-17 11:19:00,Card Purchase,Out,1685.37,US,Branch
1426,97,2026-04-17 12:19:00,Wire In,In,4554.76,US,Mobile
3307,228,2026-04-17 13:22:00,ACH Debit,Out,3281.17,US,Branch
3189,220,2026-04-17 13:28:00,Cash Withdrawal,Out,47.54,US,Branch
562,40,2026-04-17 14:18:00,ACH Debit,Out,3949.91,US,Web
1868,124,2026-04-17 16:28:00,ACH Credit,In,62.24,US,Branch
692,50,2026-04-17 18:03:00,Cash Deposit,In,35.67,US,Automated
72,6,2026-04-17 18:18:00,Card Purchase,Out,658.95,US,Web
3325,229,2026-04-17 18:24:00,Cash Deposit,In,20,MX,Branch
1966,132,2026-04-17 19:11:00,Card Purchase,Out,841.23,US,Mobile
2905,199,2026-04-17 19:11:00,ACH Debit,Out,1541.51,US,Automated
453,33,2026-04-17 19:17:00,Wire In,In,1463.75,US,Branch
2776,190,2026-04-17 21:26:00,Cash Withdrawal,Out,162.72,US,Web
2174,147,2026-04-17 22:11:00,ACH Credit,In,2741.12,MX,Branch
3373,233,2026-04-17 23:14:00,Wire Out,Out,589.26,US,Automated
3670,147,2026-04-18 00:00:00,Wire In,In,11316.15,US,Web
2087,141,2026-04-18 00:06:00,Cash Deposit,In,1424.12,US,Branch
1661,111,2026-04-18 00:26:00,ACH Credit,In,1561.1,SG,Mobile
3598,247,2026-04-18 01:25:00,Card Purchase,Out,49.35,MX,Automated
265,22,2026-04-18 02:40:00,ACH Debit,Out,3873.21,US,Web
1214,84,2026-04-18 02:59:00,Wire Out,Out,1751.16,US,Automated
873,62,2026-04-18 03:08:00,ACH Credit,In,36.32,US,Mobile
2398,163,2026-04-18 03:25:00,Card Purchase,Out,2874.13,US,Automated
1916,129,2026-04-18 04:08:00,ACH Credit,In,3115.28,US,Automated
2058,138,2026-04-18 06:05:00,Cash Deposit,In,55.06,US,Mobile
493,36,2026-04-18 08:01:00,Card Purchase,Out,1401.18,US,Automated
1751,116,2026-04-18 10:25:00,ACH Credit,In,35.43,US,Mobile
857,61,2026-04-18 10:42:00,Wire Out,Out,961.96,US,Web
1326,90,2026-04-18 10:43:00,Card Purchase,Out,4095.43,US,Mobile
1565,105,2026-04-18 11:23:00,ACH Debit,Out,3209.16,US,Mobile
3309,228,2026-04-18 12:02:00,ACH Credit,In,3732.33,US,Mobile
2555,174,2026-04-18 13:24:00,Card Purchase,Out,5730.8,US,Mobile
3041,208,2026-04-18 13:38:00,Wire Out,Out,43.85,US,Automated
338,26,2026-04-18 13:40:00,ACH Credit,In,20,US,Automated
2546,174,2026-04-18 13:41:00,Wire In,In,1631.81,US,Mobile
2704,184,2026-04-18 14:49:00,Wire In,In,20,US,Mobile
3671,147,2026-04-18 16:00:00,Wire Out,Out,10107.57,SG,Web
2977,204,2026-04-18 17:48:00,Wire Out,Out,80.92,US,Branch
1753,117,2026-04-18 19:02:00,Wire Out,Out,649.95,US,Mobile
2172,147,2026-04-18 20:29:00,Card Purchase,Out,4993.24,US,Automated
3159,218,2026-04-18 20:36:00,Card Purchase,Out,34.6,US,Web
176,15,2026-04-18 21:07:00,Card Purchase,Out,96.88,MX,Branch
2882,198,2026-04-18 22:02:00,Card Purchase,Out,6359.57,US,Mobile
1720,114,2026-04-18 23:29:00,Card Purchase,Out,4487.9,MX,Branch
2006,135,2026-04-19 00:51:00,ACH Credit,In,4819.7,US,Automated
3263,224,2026-04-19 01:11:00,Cash Deposit,In,1879.97,US,Automated
279,22,2026-04-19 02:20:00,Card Purchase,Out,7074.75,US,Mobile
165,14,2026-04-19 05:24:00,ACH Debit,Out,6157.6,US,Mobile
3059,210,2026-04-19 06:12:00,Cash Deposit,In,9996.84,US,Web
550,40,2026-04-19 07:12:00,Wire In,In,1534.11,US,Web
3208,221,2026-04-19 07:37:00,Cash Deposit,In,32.9,GB,Web
2207,150,2026-04-19 08:54:00,ACH Debit,Out,2093.5,US,Web
1989,135,2026-04-19 09:43:00,Wire Out,Out,807.04,US,Branch
678,49,2026-04-19 11:15:00,Wire Out,Out,10,US,Web
2233,151,2026-04-19 11:27:00,Cash Withdrawal,Out,4263.89,US,Automated
2314,157,2026-04-19 15:40:00,Wire Out,Out,1473.54,US,Web
351,27,2026-04-19 16:08:00,ACH Debit,Out,2348.25,US,Automated
723,52,2026-04-19 16:22:00,ACH Debit,Out,2485.5,US,Automated
125,11,2026-04-19 17:46:00,ACH Credit,In,3331.88,US,Automated
2554,174,2026-04-19 18:37:00,Wire In,In,3503.44,DE,Automated
820,59,2026-04-19 18:59:00,Card Purchase,Out,932.08,US,Automated
583,42,2026-04-19 19:35:00,Wire In,In,5511.23,US,Mobile
3156,218,2026-04-19 21:47:00,Wire Out,Out,22.51,US,Automated
492,36,2026-04-19 22:45:00,Wire Out,Out,1758.04,US,Branch
2462,169,2026-04-19 23:37:00,ACH Debit,Out,423.0,US,Branch
354,27,2026-04-20 00:09:00,ACH Debit,Out,10,US,Branch
1551,104,2026-04-20 00:20:00,ACH Debit,Out,3136.04,DE,Automated
275,22,2026-04-20 01:34:00,Wire In,In,6839.03,US,Mobile
1716,114,2026-04-20 04:32:00,Wire Out,Out,1460.25,US,Branch
2153,145,2026-04-20 04:47:00,Card Purchase,Out,876.38,US,Branch
3107,214,2026-04-20 05:08:00,ACH Debit,Out,10,US,Automated
311,24,2026-04-20 05:20:00,Card Purchase,Out,2558.35,US,Mobile
1734,115,2026-04-20 09:37:00,Wire Out,Out,4844.06,US,Web
2063,139,2026-04-20 11:55:00,Card Purchase,Out,1717.49,US,Branch
3492,240,2026-04-20 12:15:00,ACH Credit,In,689.63,GB,Mobile
2425,165,2026-04-20 12:50:00,Cash Deposit,In,1115.15,GB,Web
1242,85,2026-04-20 13:44:00,Wire In,In,3678.17,US,Web
215,18,2026-04-20 14:27:00,ACH Credit,In,1985.66,US,Branch
589,43,2026-04-20 14:50:00,ACH Credit,In,5341.19,DE,Web
670,48,2026-04-20 15:20:00,Cash Deposit,In,1283.32,SG,Automated
1692,113,2026-04-20 16:09:00,Card Purchase,Out,143.73,US,Mobile
1958,132,2026-04-20 16:56:00,ACH Credit,In,20,US,Automated
3499,241,2026-04-20 18:20:00,Wire In,In,5509.77,US,Web
1423,97,2026-04-20 18:25:00,ACH Credit,In,2583.22,US,Branch
283,23,2026-04-20 18:55:00,ACH Debit,Out,3088.62,US,Branch
384,29,2026-04-21 00:22:00,Cash Withdrawal,Out,39.98,US,Web
2075,139,2026-04-21 00:40:00,Wire Out,Out,3329.44,DE,Web
1818,121,2026-04-21 01:00:00,Cash Withdrawal,Out,1148.61,US,Branch
2455,168,2026-04-21 01:09:00,ACH Debit,Out,1367.89,DE,Automated
1746,116,2026-04-21 04:26:00,Cash Withdrawal,Out,18.67,US,Mobile
617,44,2026-04-21 04:38:00,ACH Debit,Out,1105.33,US,Branch
2516,172,2026-04-21 09:48:00,ACH Debit,Out,10,US,Branch
2137,144,2026-04-21 10:08:00,ACH Debit,Out,6771.61,GB,Web
3202,221,2026-04-21 12:15:00,ACH Credit,In,54.69,US,Web
2054,138,2026-04-21 13:30:00,Cash Withdrawal,Out,2879.27,GB,Web
261,21,2026-04-21 13:39:00,Wire Out,Out,10,US,Branch
2126,143,2026-04-21 17:58:00,ACH Credit,In,1609.02,US,Mobile
507,37,2026-04-21 18:16:00,Card Purchase,Out,2310.62,US,Web
935,66,2026-04-21 18:38:00,ACH Credit,In,39.97,US,Branch
3260,224,2026-04-21 18:41:00,ACH Debit,Out,2409.2,US,Branch
70,6,2026-04-21 20:02:00,Wire In,In,3579.55,MX,Branch
3418,235,2026-04-21 20:40:00,Cash Withdrawal,Out,4170.04,CA,Web
1953,132,2026-04-21 21:00:00,Card Purchase,Out,941.78,US,Branch
2899,199,2026-04-21 22:05:00,ACH Debit,Out,2280.48,GB,Branch
1897,127,2026-04-21 22:57:00,ACH Debit,Out,2821.0,US,Web
1248,85,2026-04-21 23:37:00,Cash Withdrawal,Out,2508.39,US,Web
3697,9,2026-04-22 00:00:00,Cash Deposit,In,2608.07,US,Branch
1854,124,2026-04-22 01:45:00,ACH Debit,Out,62.03,US,Mobile
2090,141,2026-04-22 02:16:00,Cash Withdrawal,Out,88.27,US,Automated
452,33,2026-04-22 02:52:00,ACH Debit,Out,821.32,US,Web
2262,153,2026-04-22 03:05:00,ACH Debit,Out,3557.73,US,Web
580,42,2026-04-22 03:32:00,ACH Credit,In,5515.01,US,Automated
933,66,2026-04-22 03:38:00,Cash Deposit,In,74.46,GB,Branch
986,70,2026-04-22 04:13:00,ACH Debit,Out,3209.75,US,Mobile
141,12,2026-04-22 04:51:00,Wire In,In,3121.39,CA,Automated
3182,220,2026-04-22 05:16:00,Card Purchase,Out,559.4,MX,Mobile
3698,9,2026-04-22 06:00:00,Cash Deposit,In,2398.57,US,Branch
180,15,2026-04-22 08:03:00,ACH Debit,Out,518.74,US,Automated
1793,119,2026-04-22 08:28:00,ACH Debit,Out,2666.26,US,Branch
2824,195,2026-04-22 08:30:00,ACH Debit,Out,4768.43,US,Mobile
644,46,2026-04-22 08:55:00,Cash Deposit,In,362.19,US,Automated
619,44,2026-04-22 09:10:00,Cash Withdrawal,Out,1853.46,US,Branch
2649,179,2026-04-22 10:49:00,ACH Debit,Out,1776.59,US,Mobile
119,10,2026-04-22 10:50:00,Card Purchase,Out,1610.75,US,Mobile
3699,9,2026-04-22 12:00:00,Cash Deposit,In,3102.84,US,Branch
1010,71,2026-04-22 12:47:00,ACH Debit,Out,10,US,Automated
1629,108,2026-04-22 13:48:00,ACH Debit,Out,1374.66,DE,Mobile
944,66,2026-04-22 14:15:00,Cash Deposit,In,86.37,US,Mobile
2119,142,2026-04-22 17:29:00,ACH Debit,Out,10,US,Mobile
32,3,2026-04-22 17:57:00,ACH Credit,In,20,CA,Branch
3700,9,2026-04-22 18:00:00,Cash Deposit,In,1851.62,US,Branch
2981,204,2026-04-22 19:03:00,Card Purchase,Out,1683.8,US,Web
3179,220,2026-04-22 19:35:00,Card Purchase,Out,289.55,US,Mobile
1144,79,2026-04-22 19:48:00,ACH Debit,Out,1182.71,US,Web
81,7,2026-04-22 20:24:00,Card Purchase,Out,10,GB,Mobile
1240,85,2026-04-22 21:50:00,Cash Deposit,In,2160.37,US,Mobile
3701,9,2026-04-23 00:00:00,Cash Deposit,In,2447.38,US,Branch
2574,175,2026-04-23 00:01:00,Cash Withdrawal,Out,3582.73,US,Mobile
3276,225,2026-04-23 01:31:00,Cash Withdrawal,Out,1351.97,US,Branch
1839,123,2026-04-23 01:37:00,ACH Debit,Out,382.53,US,Mobile
2357,159,2026-04-23 02:35:00,ACH Debit,Out,268.89,US,Web
3284,226,2026-04-23 04:13:00,ACH Debit,Out,1014.19,CA,Automated
1910,128,2026-04-23 04:29:00,Cash Withdrawal,Out,10,US,Web
1987,134,2026-04-23 04:56:00,ACH Debit,Out,1171.52,US,Mobile
3702,9,2026-04-23 06:00:00,Cash Deposit,In,2903.13,US,Branch
1464,99,2026-04-23 06:35:00,Card Purchase,Out,1287.73,US,Mobile
386,29,2026-04-23 07:57:00,Wire In,In,20,US,Web
1842,123,2026-04-23 09:40:00,ACH Debit,Out,481.57,US,Automated
2688,183,2026-04-23 09:45:00,Card Purchase,Out,206.26,US,Branch
2537,173,2026-04-23 09:52:00,ACH Debit,Out,25.83,US,Web
2429,166,2026-04-23 10:19:00,Card Purchase,Out,2427.8,US,Web
3365,232,2026-04-23 12:21:00,Cash Deposit,In,479.56,CA,Automated
218,18,2026-04-23 12:29:00,Wire In,In,3158.4,DE,Automated
3032,208,2026-04-23 12:45:00,Card Purchase,Out,22.14,US,Web
1283,87,2026-04-23 13:09:00,ACH Debit,Out,162.12,GB,Automated
76,6,2026-04-23 13:20:00,ACH Credit,In,7049.22,US,Mobile
699,51,2026-04-23 13:22:00,ACH Debit,Out,13.18,US,Branch
2523,172,2026-04-23 15:45:00,ACH Debit,Out,1656.78,US,Automated
2326,158,2026-04-23 16:03:00,ACH Credit,In,5574.32,US,Branch
3355,232,2026-04-23 16:37:00,ACH Debit,Out,1118.96,US,Branch
1504,101,2026-04-23 16:50:00,Card Purchase,Out,807.77,US,Automated
1540,103,2026-04-23 19:57:00,Wire Out,Out,62.91,US,Automated
1241,85,2026-04-23 23:51:00,ACH Credit,In,3523.57,US,Web
2566,175,2026-04-24 04:10:00,Wire Out,Out,2872.48,US,Automated
3627,249,2026-04-24 04:34:00,Wire In,In,4137.25,US,Mobile
2408,164,2026-04-24 04:57:00,Card Purchase,Out,600.22,US,Mobile
949,67,2026-04-24 06:26:00,Wire In,In,1521.42,US,Branch
564,40,2026-04-24 07:25:00,Card Purchase,Out,1713.84,US,Branch
731,52,2026-04-24 08:08:00,Cash Withdrawal,Out,2867.64,GB,Web
